ID,year,wave,state,area,juristiction,depth.allowed,species,start.date,end.date,daily.closures,bag.limit,agg.bag.limit,agg.bag.limit.wt,boat.limit,poss.limit,bonus.limit,min.size,min.size2,max.size,max.size2,bag.above.max,bag.above.max2,bag.below.min,mode,gear.restriction,other,comments,imputed,,,,,,,,
,2006,4,NY,NYOC,1,9999,Striped_Bass,07-01-2006,08-31-2006,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,0,0,,0,,,,,,,,
,2006,5,NY,NYOC,1,9999,Striped_Bass,09-01-2006,10-31-2006,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,0,0,,0,,,,,,,,
,2006,6,NY,NYOC,1,9999,Striped_Bass,11-01-2006,12-15-2006,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,0,0,,0,,,,,,,,
,2006,6,NY,NYOC,1,9999,Striped_Bass,12-01-2006,12-31-2006,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2006,3,NY,NYOC,1,9999,Striped_Bass,05-08-2006,06-30-2006,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,0,0,,0,,,,,,,,
,2006,4,NY,NYOC,1,9999,Striped_Bass,07-01-2006,08-31-2006,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,0,0,,0,,,,,,,,
,2006,5,NY,NYOC,1,9999,Striped_Bass,09-01-2006,10-31-2006,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,0,0,,0,,,,,,,,
,2006,6,NY,NYOC,1,9999,Striped_Bass,11-01-2006,12-15-2006,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,0,0,,0,,,,,,,,
,2006,1,NY,NYHR,1,9999,Striped_Bass,01-01-2006,02-28-2006,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2006,2,NY,NYHR,1,9999,Striped_Bass,03-01-2006,03-14-2006,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2006,2,NY,NYHR,1,9999,Striped_Bass,03-15-2006,04-30-2006,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,0,0,,0,,,,,,,,
,2006,3,NY,NYHR,1,9999,Striped_Bass,05-01-2006,06-30-2006,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,0,0,,0,,,,,,,,
,2006,4,NY,NYHR,1,9999,Striped_Bass,07-01-2006,08-31-2006,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,0,0,,0,,,,,,,,
,2006,5,NY,NYHR,1,9999,Striped_Bass,09-01-2006,10-31-2006,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,0,0,,0,,,,,,,,
,2006,6,NY,NYHR,1,9999,Striped_Bass,11-01-2006,11-30-2006,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,0,0,,0,,,,,,,,
,2006,6,NY,NYHR,1,9999,Striped_Bass,12-01-2006,12-31-2006,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2006,2,NY,NYHR,1,9999,Striped_Bass,03-15-2006,04-30-2006,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,0,0,,0,,,,,,,,
,2006,3,NY,NYHR,1,9999,Striped_Bass,05-01-2006,06-30-2006,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,0,0,,0,,,,,,,,
,2006,4,NY,NYHR,1,9999,Striped_Bass,07-01-2006,08-31-2006,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,0,0,,0,,,,,,,,
,2006,5,NY,NYHR,1,9999,Striped_Bass,09-01-2006,10-31-2006,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,0,0,,0,,,,,,,,
,2006,6,NY,NYHR,1,9999,Striped_Bass,11-01-2006,11-30-2006,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,0,0,,0,,,,,,,,
,2007,1,NY,NYDR,1,9999,Striped_Bass,01-01-2007,02-28-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,2,NY,NYDR,1,9999,Striped_Bass,03-01-2007,04-30-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,3,NY,NYDR,1,9999,Striped_Bass,05-01-2007,06-30-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,4,NY,NYDR,1,9999,Striped_Bass,07-01-2007,08-31-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,5,NY,NYDR,1,9999,Striped_Bass,09-01-2007,10-31-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,6,NY,NYDR,1,9999,Striped_Bass,11-01-2007,12-31-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,1,NY,NYOC,1,9999,Striped_Bass,01-01-2007,02-28-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,2,NY,NYOC,1,9999,Striped_Bass,03-01-2007,04-30-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,3,NY,NYOC,1,9999,Striped_Bass,05-01-2007,05-07-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,3,NY,NYOC,1,9999,Striped_Bass,05-08-2007,06-30-2007,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2007,4,NY,NYOC,1,9999,Striped_Bass,07-01-2007,08-31-2007,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2007,5,NY,NYOC,1,9999,Striped_Bass,09-01-2007,10-31-2007,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2007,6,NY,NYOC,1,9999,Striped_Bass,11-01-2007,12-15-2007,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2007,6,NY,NYOC,1,9999,Striped_Bass,12-01-2007,12-31-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,3,NY,NYOC,1,9999,Striped_Bass,05-08-2007,06-30-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2007,4,NY,NYOC,1,9999,Striped_Bass,07-01-2007,08-31-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2007,5,NY,NYOC,1,9999,Striped_Bass,09-01-2007,10-31-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2007,6,NY,NYOC,1,9999,Striped_Bass,11-01-2007,12-15-2007,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2007,1,NY,NYHR,1,9999,Striped_Bass,01-01-2007,02-28-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,2,NY,NYHR,1,9999,Striped_Bass,03-01-2007,03-14-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,2,NY,NYHR,1,9999,Striped_Bass,03-15-2007,04-30-2007,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,18,0,,0,,,,,,,,
,2007,3,NY,NYHR,1,9999,Striped_Bass,05-01-2007,06-30-2007,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,18,0,,0,,,,,,,,
,2007,4,NY,NYHR,1,9999,Striped_Bass,07-01-2007,08-31-2007,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,18,0,,0,,,,,,,,
,2007,5,NY,NYHR,1,9999,Striped_Bass,09-01-2007,10-31-2007,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,18,0,,0,,,,,,,,
,2007,6,NY,NYHR,1,9999,Striped_Bass,11-01-2007,11-30-2007,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,4,18,0,,0,,,,,,,,
,2007,6,NY,NYHR,1,9999,Striped_Bass,12-01-2007,12-31-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2007,2,NY,NYHR,1,9999,Striped_Bass,03-15-2007,04-30-2007,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2007,3,NY,NYHR,1,9999,Striped_Bass,05-01-2007,06-30-2007,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2007,4,NY,NYHR,1,9999,Striped_Bass,07-01-2007,08-31-2007,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2007,5,NY,NYHR,1,9999,Striped_Bass,09-01-2007,10-31-2007,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2007,6,NY,NYHR,1,9999,Striped_Bass,11-01-2007,11-30-2007,0,2,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2008,1,NY,NYDR,1,9999,Striped_Bass,01-01-2008,02-29-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,2,NY,NYDR,1,9999,Striped_Bass,03-01-2008,04-30-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,3,NY,NYDR,1,9999,Striped_Bass,05-01-2008,06-30-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,4,NY,NYDR,1,9999,Striped_Bass,07-01-2008,08-31-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,5,NY,NYDR,1,9999,Striped_Bass,09-01-2008,10-31-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,6,NY,NYDR,1,9999,Striped_Bass,11-01-2008,12-31-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,1,NY,NYOC,1,9999,Striped_Bass,01-01-2008,02-29-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,2,NY,NYOC,1,9999,Striped_Bass,03-01-2008,04-30-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,3,NY,NYOC,1,9999,Striped_Bass,05-01-2008,05-07-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,3,NY,NYOC,1,9999,Striped_Bass,05-08-2008,06-30-2008,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2008,4,NY,NYOC,1,9999,Striped_Bass,07-01-2008,08-31-2008,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2008,5,NY,NYOC,1,9999,Striped_Bass,09-01-2008,10-31-2008,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2008,6,NY,NYOC,1,9999,Striped_Bass,11-01-2008,12-15-2008,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2008,6,NY,NYOC,1,9999,Striped_Bass,12-01-2008,12-31-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,3,NY,NYOC,1,9999,Striped_Bass,05-08-2008,06-30-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2008,4,NY,NYOC,1,9999,Striped_Bass,07-01-2008,08-31-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2008,5,NY,NYOC,1,9999,Striped_Bass,09-01-2008,10-31-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2008,6,NY,NYOC,1,9999,Striped_Bass,11-01-2008,12-15-2008,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2008,1,NY,NYHR,1,9999,Striped_Bass,01-01-2008,02-29-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,2,NY,NYHR,1,9999,Striped_Bass,03-01-2008,03-14-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,2,NY,NYHR,1,9999,Striped_Bass,03-15-2008,04-30-2008,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,3,NY,NYHR,1,9999,Striped_Bass,05-01-2008,06-30-2008,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,4,NY,NYHR,1,9999,Striped_Bass,07-01-2008,08-31-2008,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,5,NY,NYHR,1,9999,Striped_Bass,09-01-2008,10-31-2008,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,6,NY,NYHR,1,9999,Striped_Bass,11-01-2008,11-30-2008,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2008,6,NY,NYHR,1,9999,Striped_Bass,12-01-2008,12-31-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,1,NY,NYDR,1,9999,Striped_Bass,01-01-2009,02-28-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,2,NY,NYDR,1,9999,Striped_Bass,03-01-2009,04-30-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,3,NY,NYDR,1,9999,Striped_Bass,05-01-2009,06-30-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,4,NY,NYDR,1,9999,Striped_Bass,07-01-2009,08-31-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,5,NY,NYDR,1,9999,Striped_Bass,09-01-2009,10-31-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,6,NY,NYDR,1,9999,Striped_Bass,11-01-2009,12-31-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,1,NY,NYOC,1,9999,Striped_Bass,01-01-2009,02-28-2009,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,2,NY,NYOC,1,9999,Striped_Bass,03-01-2009,04-30-2009,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,3,NY,NYOC,1,9999,Striped_Bass,05-01-2009,05-07-2009,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,3,NY,NYOC,1,9999,Striped_Bass,05-08-2009,06-30-2009,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2009,4,NY,NYOC,1,9999,Striped_Bass,07-01-2009,08-31-2009,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2009,5,NY,NYOC,1,9999,Striped_Bass,09-01-2009,10-31-2009,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2009,6,NY,NYOC,1,9999,Striped_Bass,11-01-2009,12-15-2009,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2009,6,NY,NYOC,1,9999,Striped_Bass,12-01-2009,12-31-2009,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,3,NY,NYOC,1,9999,Striped_Bass,05-08-2009,06-30-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2009,4,NY,NYOC,1,9999,Striped_Bass,07-01-2009,08-31-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2009,5,NY,NYOC,1,9999,Striped_Bass,09-01-2009,10-31-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2009,6,NY,NYOC,1,9999,Striped_Bass,11-01-2009,12-15-2009,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2009,1,NY,NYHR,1,9999,Striped_Bass,01-01-2009,02-28-2009,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,2,NY,NYHR,1,9999,Striped_Bass,03-01-2009,03-14-2009,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,2,NY,NYHR,1,9999,Striped_Bass,03-15-2009,04-30-2009,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,3,NY,NYHR,1,9999,Striped_Bass,05-01-2009,06-30-2009,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,4,NY,NYHR,1,9999,Striped_Bass,07-01-2009,08-31-2009,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,5,NY,NYHR,1,9999,Striped_Bass,09-01-2009,10-31-2009,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,6,NY,NYHR,1,9999,Striped_Bass,11-01-2009,11-30-2009,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2009,6,NY,NYHR,1,9999,Striped_Bass,12-01-2009,12-31-2009,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2010,1,NY,NYOC,1,9999,Striped_Bass,01-01-2010,02-28-2010,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,4,18,0,,0,,,,,,,,
,2010,2,NY,NYOC,1,9999,Striped_Bass,03-01-2010,04-14-2010,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,4,18,0,,0,,,,,,,,
,2010,2,NY,NYOC,1,9999,Striped_Bass,04-15-2010,04-30-2010,0,2,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2010,3,NY,NYOC,1,9999,Striped_Bass,05-01-2010,06-30-2010,0,2,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2010,4,NY,NYOC,1,9999,Striped_Bass,07-01-2010,08-31-2010,0,2,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2010,5,NY,NYOC,1,9999,Striped_Bass,09-01-2010,10-31-2010,0,2,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2010,6,NY,NYOC,1,9999,Striped_Bass,11-01-2010,12-15-2010,0,2,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2010,6,NY,NYOC,1,9999,Striped_Bass,12-16-2010,12-31-2010,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2010,1,NY,NYOC,1,9999,Striped_Bass,01-01-2010,02-28-2010,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2010,2,NY,NYOC,1,9999,Striped_Bass,03-01-2010,04-14-2010,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2010,2,NY,NYOC,1,9999,Striped_Bass,04-15-2010,04-30-2010,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2010,3,NY,NYOC,1,9999,Striped_Bass,05-01-2010,06-30-2010,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2010,4,NY,NYOC,1,9999,Striped_Bass,07-01-2010,08-31-2010,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2010,5,NY,NYOC,1,9999,Striped_Bass,09-01-2010,10-31-2010,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2010,6,NY,NYOC,1,9999,Striped_Bass,11-01-2010,12-15-2010,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2010,6,NY,NYOC,1,9999,Striped_Bass,12-16-2010,12-31-2010,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2010,1,NY,NYHR,1,9999,Striped_Bass,01-01-2010,02-28-2010,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2010,2,NY,NYHR,1,9999,Striped_Bass,03-01-2010,03-14-2010,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2010,2,NY,NYHR,1,9999,Striped_Bass,03-15-2010,04-30-2010,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2010,3,NY,NYHR,1,9999,Striped_Bass,05-01-2010,06-30-2010,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2010,4,NY,NYHR,1,9999,Striped_Bass,07-01-2010,08-31-2010,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2010,5,NY,NYHR,1,9999,Striped_Bass,09-01-2010,10-31-2010,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2010,6,NY,NYHR,1,9999,Striped_Bass,11-01-2010,11-30-2010,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2010,6,NY,NYHR,1,9999,Striped_Bass,12-01-2010,12-31-2010,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,1,NY,NYDR,1,9999,Striped_Bass,01-01-2011,02-28-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,2,NY,NYDR,1,9999,Striped_Bass,03-01-2011,04-30-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,3,NY,NYDR,1,9999,Striped_Bass,05-01-2011,06-30-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,4,NY,NYDR,1,9999,Striped_Bass,07-01-2011,08-31-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,5,NY,NYDR,1,9999,Striped_Bass,09-01-2011,10-31-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,6,NY,NYDR,1,9999,Striped_Bass,11-01-2011,12-31-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,1,NY,NYOC,1,9999,Striped_Bass,01-01-2011,02-28-2011,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,2,NY,NYOC,1,9999,Striped_Bass,03-01-2011,04-30-2011,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,3,NY,NYOC,1,9999,Striped_Bass,05-01-2011,05-07-2011,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,3,NY,NYOC,1,9999,Striped_Bass,05-08-2011,06-30-2011,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2011,4,NY,NYOC,1,9999,Striped_Bass,07-01-2011,08-31-2011,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2011,5,NY,NYOC,1,9999,Striped_Bass,09-01-2011,10-31-2011,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2011,6,NY,NYOC,1,9999,Striped_Bass,11-01-2011,12-15-2011,0,1,9999,9999,9999,2,0,28,40,40,9999,1,9999,9999,4,18,0,,0,,,,,,,,
,2011,6,NY,NYOC,1,9999,Striped_Bass,12-01-2011,12-31-2011,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,3,NY,NYOC,1,9999,Striped_Bass,05-08-2011,06-30-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2011,4,NY,NYOC,1,9999,Striped_Bass,07-01-2011,08-31-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2011,5,NY,NYOC,1,9999,Striped_Bass,09-01-2011,10-31-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2011,6,NY,NYOC,1,9999,Striped_Bass,11-01-2011,12-15-2011,0,2,9999,9999,9999,9999,0,28,9999,9999,9999,0,0,0,3,18,0,,0,,,,,,,,
,2011,1,NY,NYHR,1,9999,Striped_Bass,01-01-2011,02-28-2011,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,2,NY,NYHR,1,9999,Striped_Bass,03-01-2011,03-14-2011,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
,2011,2,NY,NYHR,1,9999,Striped_Bass,03-15-2011,04-30-2011,0,1,9999,9999,9999,9999,0,18,9999,9999,9999,0,0,0,0,18,0,,0,,,,,,,,
